@PatMcAfeeShow Thank Elon https://t.co/fdcUCmQID5,ElonMartines,2020-09-25 03:26:11,,0,0,Neutral_Tweet,en
RT @naaynizzlee_: to be murdered in your own home and STILL not be seen as a victim. this is incredibly upsetting.,elon_barnes,2020-09-25 03:26:01,,62120,0,Neutral_Tweet,en
"RT @Tesmanian_com: Tesla Plans to Offer $25,000 EV Within 3 Years, Says CEO Elon Musk at Battery Day

https://t.co/df0kCioUOo",2ontrack,2020-09-25 03:25:29,"Tailem Bend, South Australia",44,0,Neutral_Tweet,en
@ritholtz Please. Don’t give Elon any new ideas.,pawlawscv,2020-09-25 03:25:27,"Santa Clarita, CA",0,0,Neutral_Tweet,en
there are people who are starving to death while elon musk plays real life like a video game https://t.co/RHjc1yhlrr,unenthusedfork,2020-09-25 03:25:21,,0,0,Neutral_Tweet,en
RT @Capt_khalid: Elon Musk معلق على مقطعك يابو باسل @Ahmedhader وملايين المشاهدات ..  تستاهل يا مبدع 😎👏🏻👏🏻👏🏻👏🏻 https://t.co/EM7EflXgIw,yaya8L8,2020-09-25 03:25:20,"JED, RUH, AHB, مهندس كمبيوتر",3,0,Neutral_Tweet,en
The Age of Electric Cars Is Dawning Ahead of Schedule https://t.co/bZoPJBVJF9,DeanvilleCeles1,2020-09-25 03:25:04,"East Point, GA",0,0,Neutral_Tweet,en
@elon_vx هههههههههههههههههههههههههههههههههههههههههههه😭😭😭😭,az____ez,2020-09-25 03:24:55,,0,0,Neutral_Tweet,en
"RT @issielapowsky: ""At 4:55 pm ET the tweets came faster: Uber, Apple, Kanye West. Jeff Bezos, Mike Bloomberg, and Elon Musk again. Twitter…",Sching1916,2020-09-25 03:24:52,"irvine, ca",3,0,Neutral_Tweet,en
Igual creo q en calidad de memes y tuits ninguno va a ser como el sábado q nació el hije de elon y grimes,medepos1tas,2020-09-25 03:24:50,"Mendoza, Argentina",0,1,Neutral_Tweet,en
"@jvgraz Next thing you know, they'll be footing the bill for Elon Musk to build them a cloud city for the rich, lik… https://t.co/rDC71pRD36",flugennock,2020-09-25 03:24:24,trapped in America,0,0,Neutral_Tweet,en
@elon_vx 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Mohammed_United,2020-09-25 03:24:18,,0,0,Neutral_Tweet,en
I didn't think @Microsoft and  @elonmusk would be working together because @BillGates didn't like @Tesla https://t.co/SmCpjYd6JW,Cobalt310,2020-09-25 03:24:17,"Maryland, USA",0,0,Neutral_Tweet,en
"RT @__MV_llestari__: Ada Mercedez, Hyundai bahkan  Iron man si Elon Musk pemilik Tesla konon terlibat didalamnya. Elon Musk sang jagoan tek…",miyomi19,2020-09-25 03:24:12,,6,0,Neutral_Tweet,en
@brosales12 Ok Elon https://t.co/Oji5qdmBIr,ElonMartines,2020-09-25 03:24:08,,0,0,Neutral_Tweet,en
Dreamy entrepreneur Elon Musk has unveiled yet another breakthrough: sustainable Pacman,ElonAnnounces,2020-09-25 03:24:05,,0,0,Neutral_Tweet,en
Really hope my wife gets this Tesla job because I nerd out for that company and the other ones that Elon Musk has h… https://t.co/uqEKkZxqCK,CriptanOG,2020-09-25 03:23:47,"Castle Rock, CO",0,0,Neutral_Tweet,en
"RT @Tesla_Indiana: This is what @WholeMarsBlog has been trying to tell us. Now we have Elon backing him ;)

@elonmusk words:
“Improved dram…",KlotzAdam,2020-09-25 03:23:18,🇨🇦,7,0,Neutral_Tweet,en
"RT @jusssbri: Five children missing out of North Charleston South Carolina since August 21st,2020
Rasheed Ali Jr, age 7
November Robinson,…",elon_barnes,2020-09-25 03:23:03,,9151,0,Neutral_Tweet,en
"This is the only way we are getting high speed internet in rural and isolated Canada, thanks to our American entrep… https://t.co/NavxupUUnx",nomads_united,2020-09-25 03:22:52,"Vancouver, BC",0,1,Neutral_Tweet,en
@walruslord555 But it's ok for a 17 year old to find a adult hot,Elon_Musk_com,2020-09-25 03:22:39,idk bruh,0,1,Neutral_Tweet,en
@marcorubio Elon mocks you. https://t.co/JchjCGug5q,VisitLeeZeldin,2020-09-25 03:22:27,"Shirley, NY",0,0,Neutral_Tweet,en
لقيناه  https://t.co/rfyiJIZfyP https://t.co/PVTFh97GXr,elon_vx,2020-09-25 03:22:26,,1,0,Neutral_Tweet,en
@Bunnynaxx Yerinie punya ku hahhaha,yuarenot_elon,2020-09-25 03:22:08,,0,1,Neutral_Tweet,en
@aqsoftie Tengkyu😭✊,yuarenot_elon,2020-09-25 03:21:56,,0,0,Neutral_Tweet,en
"@GerberKawasaki @YouTube @Gfilche Why would you post that video. Gordon made all factual, valid points. You talked… https://t.co/XVyBSw1jRO",WorldWide2323,2020-09-25 03:21:54,,0,0,Neutral_Tweet,en
@coupsofrintae Makasii😭✊,yuarenot_elon,2020-09-25 03:21:39,,0,0,Neutral_Tweet,en
RT @CallMeCarsonYT: I want to have a baby with elon musk and name it after my sub count,Juan23684094981,2020-09-25 03:21:37,,660,0,Neutral_Tweet,en
@yuarenot_elon tencuuu,laviellera,2020-09-25 03:21:01,16 | she/her | indo ,0,0,Neutral_Tweet,en
RT @JonathanOtrera: Saca del medio Elon Musk https://t.co/kA0Ks2ngSk,MMmipresidente,2020-09-25 03:20:56,,1,0,Neutral_Tweet,en
